,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
285,b3653 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.97,Blattner Laboratory
286,b3671 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.22,Blattner Laboratory
287,b3721 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.37,Blattner Laboratory
288,b3725 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.49,Blattner Laboratory
289,b3731 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.03,Blattner Laboratory
290,b3750 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.23,Blattner Laboratory
291,b3751 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.1,Blattner Laboratory
292,b3771 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.68,Blattner Laboratory
293,b3787 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.41,Blattner Laboratory
294,b3789 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.21,Blattner Laboratory
295,b3806 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.54,Blattner Laboratory
296,b3821 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.3,Blattner Laboratory
297,b3829 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.65,Blattner Laboratory
298,b3831 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.23,Blattner Laboratory
299,b3849 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.38,Blattner Laboratory
300,b3857 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.17,Blattner Laboratory
301,b3860 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.42,Blattner Laboratory
302,b3867 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.39,Blattner Laboratory
303,b3870 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.37,Blattner Laboratory
304,b3892 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.29,Blattner Laboratory
305,b3893 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.43,Blattner Laboratory
306,b3894 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.07,Blattner Laboratory
307,b3902 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.6,Blattner Laboratory
308,b3903 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.42,Blattner Laboratory
309,b3904 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.47,Blattner Laboratory
310,b3908 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.33,Blattner Laboratory
311,b3909 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.41,Blattner Laboratory
312,b3916 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.31,Blattner Laboratory
313,b3917 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.26,Blattner Laboratory
314,b3919 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.3,Blattner Laboratory
315,b3924 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.29,Blattner Laboratory
316,b3925 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.28,Blattner Laboratory
317,b3926 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.17,Blattner Laboratory
318,b3927 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.54,Blattner Laboratory
319,b3930 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.41,Blattner Laboratory
320,b3942 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.07,Blattner Laboratory
321,b3945 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.36,Blattner Laboratory
322,b3946 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.24,Blattner Laboratory
323,b3952 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.34,Blattner Laboratory
324,b3957 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.39,Blattner Laboratory
325,b3958 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.51,Blattner Laboratory
326,b3959 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.45,Blattner Laboratory
327,b3991 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.25,Blattner Laboratory
328,b3992 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.98,Blattner Laboratory
329,b3993 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.26,Blattner Laboratory
330,b3994 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.25,Blattner Laboratory
331,b4005 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.41,Blattner Laboratory
332,b4006 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.48,Blattner Laboratory
333,b4013 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.84,Blattner Laboratory
334,b4025 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.68,Blattner Laboratory
335,b4033 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.31,Blattner Laboratory
336,b4035 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.65,Blattner Laboratory
337,b4039 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.36,Blattner Laboratory
338,b4041 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,2.0,Blattner Laboratory
339,b4054 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.49,Blattner Laboratory
340,b4070 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.73,Blattner Laboratory
341,b4071 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.24,Blattner Laboratory
342,b4072 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.54,Blattner Laboratory
343,b4073 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.56,Blattner Laboratory
344,b4090 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.6,Blattner Laboratory
345,b4094 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.5,Blattner Laboratory
346,b4095 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.38,Blattner Laboratory
347,b4096 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.52,Blattner Laboratory
348,b4100 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.33,Blattner Laboratory
349,b4104 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.38,Blattner Laboratory
350,b4105 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.35,Blattner Laboratory
351,b4106 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.54,Blattner Laboratory
352,b4111 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.35,Blattner Laboratory
353,b4117 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.23,Blattner Laboratory
354,b4119 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.21,Blattner Laboratory
355,b4120 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.1,Blattner Laboratory
356,b4129 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.31,Blattner Laboratory
357,b4138 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.62,Blattner Laboratory
358,b4173 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.42,Blattner Laboratory
359,b3091 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.93,Blattner Laboratory
360,b3093 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.2,Blattner Laboratory
361,b3132 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.16,Blattner Laboratory
362,b3137 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.12,Blattner Laboratory
363,b3161 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.0,Blattner Laboratory
364,b3172 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.13,Blattner Laboratory
365,b3213 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.05,Blattner Laboratory
366,b3224 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.15,Blattner Laboratory
367,b3225 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.57,Blattner Laboratory
368,b3236 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.29,Blattner Laboratory
369,b3265 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.87,Blattner Laboratory
370,b3336 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.22,Blattner Laboratory
371,b3359 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.33,Blattner Laboratory
372,b3396 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.13,Blattner Laboratory
373,b3403 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.59,Blattner Laboratory
374,b3409 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.27,Blattner Laboratory
375,b3415 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.43,Blattner Laboratory
376,b3416 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.61,Blattner Laboratory
377,b3426 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.53,Blattner Laboratory
378,b3429 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.77,Blattner Laboratory
379,b3430 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.03,Blattner Laboratory
380,b3431 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.05,Blattner Laboratory
381,b3437 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
382,b3450 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.21,Blattner Laboratory
383,b3451 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.72,Blattner Laboratory
384,b3454 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.67,Blattner Laboratory
385,b3456 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.96,Blattner Laboratory
386,b3500 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.43,Blattner Laboratory
387,b3517 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.71,Blattner Laboratory
388,b3519 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
389,b3542 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.24,Blattner Laboratory
390,b3543 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.46,Blattner Laboratory
391,b3544 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.22,Blattner Laboratory
392,b3551 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.28,Blattner Laboratory
393,b3564 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.52,Blattner Laboratory
394,b3565 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.6,Blattner Laboratory
395,b3566 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.36,Blattner Laboratory
396,b3567 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.67,Blattner Laboratory
397,b3568 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.04,Blattner Laboratory
398,b3571 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.15,Blattner Laboratory
399,b3572 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.34,Blattner Laboratory
400,b3580 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.2,Blattner Laboratory
401,b3588 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.04,Blattner Laboratory
402,b3600 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.87,Blattner Laboratory
403,b3603 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.27,Blattner Laboratory
404,b3605 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.21,Blattner Laboratory
405,b3653 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.21,Blattner Laboratory
406,b3671 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.83,Blattner Laboratory
407,b3721 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.8,Blattner Laboratory
408,b3725 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.48,Blattner Laboratory
409,b3731 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.35,Blattner Laboratory
410,b3750 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.44,Blattner Laboratory
411,b3751 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.97,Blattner Laboratory
412,b3771 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.13,Blattner Laboratory
413,b3787 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
414,b3789 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.73,Blattner Laboratory
415,b3806 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.58,Blattner Laboratory
416,b3821 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.96,Blattner Laboratory
417,b3829 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.15,Blattner Laboratory
418,b3831 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.91,Blattner Laboratory
419,b3849 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.27,Blattner Laboratory
420,b3857 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.84,Blattner Laboratory
421,b3860 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.31,Blattner Laboratory
422,b3867 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.33,Blattner Laboratory
423,b3870 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.39,Blattner Laboratory
424,b3892 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
425,b3893 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.38,Blattner Laboratory
426,b3894 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.11,Blattner Laboratory
427,b3902 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.87,Blattner Laboratory
428,b3903 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.79,Blattner Laboratory
429,b3904 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.76,Blattner Laboratory
430,b3908 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.92,Blattner Laboratory
431,b3909 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.51,Blattner Laboratory
432,b3916 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.92,Blattner Laboratory
433,b3917 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.33,Blattner Laboratory
434,b3919 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.42,Blattner Laboratory
435,b3924 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.0,Blattner Laboratory
436,b3925 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.11,Blattner Laboratory
437,b3926 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.11,Blattner Laboratory
438,b3927 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.01,Blattner Laboratory
439,b3930 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.49,Blattner Laboratory
440,b3942 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.32,Blattner Laboratory
441,b3945 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.87,Blattner Laboratory
442,b3952 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.65,Blattner Laboratory
443,b3957 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
444,b3958 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.19,Blattner Laboratory
445,b3959 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.14,Blattner Laboratory
446,b3991 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.59,Blattner Laboratory
447,b3992 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.99,Blattner Laboratory
448,b3993 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.85,Blattner Laboratory
449,b3994 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.86,Blattner Laboratory
450,b4005 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.92,Blattner Laboratory
451,b4006 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.16,Blattner Laboratory
452,b4013 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.23,Blattner Laboratory
453,b4025 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.65,Blattner Laboratory
454,b4033 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.85,Blattner Laboratory
455,b4035 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.76,Blattner Laboratory
456,b4039 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.23,Blattner Laboratory
457,b4041 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.91,Blattner Laboratory
458,b4054 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.35,Blattner Laboratory
459,b4070 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.77,Blattner Laboratory
460,b4071 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
461,b4072 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.95,Blattner Laboratory
462,b4073 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.6,Blattner Laboratory
463,b4090 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.81,Blattner Laboratory
464,b4094 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
465,b4095 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.09,Blattner Laboratory
466,b4096 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.31,Blattner Laboratory
467,b4100 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.65,Blattner Laboratory
468,b4104 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.35,Blattner Laboratory
469,b4105 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.1,Blattner Laboratory
470,b4106 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.03,Blattner Laboratory
471,b4111 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.68,Blattner Laboratory
472,b4117 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
473,b4119 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
474,b4120 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
475,b4129 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.51,Blattner Laboratory
476,b4138 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.0,Blattner Laboratory
477,b4173 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.91,Blattner Laboratory
478,b3091 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.96,Blattner Laboratory
479,b3093 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.16,Blattner Laboratory
480,b3132 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.0,Blattner Laboratory
481,b3137 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.89,Blattner Laboratory
482,b3161 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.93,Blattner Laboratory
483,b3172 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.12,Blattner Laboratory
484,b3213 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.92,Blattner Laboratory
485,b3224 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.85,Blattner Laboratory
486,b3225 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.53,Blattner Laboratory
487,b3236 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.17,Blattner Laboratory
488,b3265 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.49,Blattner Laboratory
489,b3336 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.11,Blattner Laboratory
490,b3359 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.41,Blattner Laboratory
491,b3396 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.13,Blattner Laboratory
492,b3403 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.39,Blattner Laboratory
493,b3409 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.19,Blattner Laboratory
494,b3415 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.11,Blattner Laboratory
495,b3416 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.19,Blattner Laboratory
496,b3426 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.54,Blattner Laboratory
497,b3429 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.56,Blattner Laboratory
498,b3430 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.29,Blattner Laboratory
499,b3431 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.38,Blattner Laboratory
500,b3437 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.12,Blattner Laboratory
501,b3450 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.57,Blattner Laboratory
502,b3451 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.21,Blattner Laboratory
503,b3454 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.15,Blattner Laboratory
504,b3456 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.86,Blattner Laboratory
505,b3500 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.89,Blattner Laboratory
506,b3517 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.2,Blattner Laboratory
507,b3519 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.22,Blattner Laboratory
508,b3542 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.32,Blattner Laboratory
509,b3543 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.55,Blattner Laboratory
510,b3544 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.24,Blattner Laboratory
511,b3551 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.2,Blattner Laboratory
512,b3564 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.68,Blattner Laboratory
513,b3565 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.72,Blattner Laboratory
514,b3566 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.29,Blattner Laboratory
515,b3567 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.5,Blattner Laboratory
516,b3568 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.65,Blattner Laboratory
517,b3571 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.09,Blattner Laboratory
518,b3572 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.21,Blattner Laboratory
519,b3580 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.09,Blattner Laboratory
520,b3588 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.04,Blattner Laboratory
521,b3600 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.3,Blattner Laboratory
